Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4063221,,0,618.6,2,5.3,9f,Cl.Cl.O=C(O)CCc1ccc(OCc2ccc(CN3CCC4(CC3)CC(CCOc3cnccn3)CCO4)cc2)cc1,EC50,'=',1480,nM,5.83,,,UO_0000065,10.68,0.2,0.53,6.2,FALSE,CHEMBL3993679,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo-8 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3992530,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4063785,,0,658.67,2,5.79,9e,Cl.Cl.O=C(O)CCc1ccc(OCc2ccc(CN3CCC4(CC3)CC(CCOc3ncnc5c3CCC5)CCO4)cc2)cc1,EC50,'=',1260,nM,5.9,,,UO_0000065,10.07,0.19,0.11,6.28,FALSE,CHEMBL3993679,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo-8 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3992530,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3265139,,0,508.61,2,8.11,10,COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2[C@H](F)C(C)(C)C)c1,EC50,'=',105,nM,6.98,,,UO_0000065,13.72,0.26,-1.13,12.52,FALSE,CHEMBL3271815,Agonist activity at GPR40 (unknown origin) expressed in CHO cells assessed as luminescence for 20 seconds interval by aequorin assay in presence of 0.01% human serum albumin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259605,1,Scientific Literature,ACS Med. Chem. Lett.,2014,CHEMBL3308072,
CHEMBL4218709,,0,590.49,2,6.92,7,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3sc(I)c(-c4ccccc4C)c3c2)cc1,EC50,'=',28,nM,7.55,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4206318,,0,600.77,2,6.13,21,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccc(OCCCS(C)(=O)=O)cc4C)c3c2)cc1,EC50,'=',12,nM,7.92,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4218822,,0,414.53,1,5.22,29,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(C4CC4)c3c2)cc1,EC50,'=',858,nM,6.07,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4217348,,0,556.66,2,6.48,31,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3sc(F)c(-c4ccc(OCCOC)cc4C)c3c2)cc1,EC50,'=',18,nM,7.75,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4281988,,0,342.39,0,3.79,7,Cc1ccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)cc1,EC50,'=',7620,nM,5.12,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL487365,,0,318.29,0,4.12,18,O=C(O)CCc1ccc(C#Cc2cccc(C(F)(F)F)c2)cc1,EC50,'=',89.13,nM,7.05,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL485935,,0,278.35,0,3.72,22,Cc1cccc(C#Cc2ccc(CCC(=O)O)cc2)c1C,EC50,'=',87.1,nM,7.06,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL4228673,,0,353.41,0,4.55,6,[2H]C([2H])(Cc1ccc(OCc2cccc(-c3c(C)noc3C)c2)cc1)C(=O)O,EC50,'=',38.4,nM,7.42,,,UO_0000065,,,,,FALSE,CHEMBL4220336,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4219056,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL207881,GW9508,0,347.41,1,5.11,GW 9508,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',13,nM,7.89,,,UO_0000065,22.7,0.41,2.78,13.47,FALSE,CHEMBL3294050,Agonist activity at human GPR40 expressed in CHO cells by calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286210,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,CHEMBL3308072,
CHEMBL3604040,,0,318.34,0,3.96,20c,CCOC(CC(=O)O)c1ccc(OCc2cccc(F)c2)cc1,EC50,'=',30,nM,7.52,,,UO_0000065,23.63,0.45,3.56,13.49,FALSE,CHEMBL3607676,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level after 60 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603738,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3604038,,0,403.69,1,5.78,20x,CCOC(CC(=O)O)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1Cl,EC50,'=',98,nM,7.01,,,UO_0000065,17.36,0.38,1.23,12.57,FALSE,CHEMBL3607676,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level after 60 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603738,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3959068,,0,430.45,0,4.6,24,CO[C@H]1C[C@H](Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H]([C@@H]3C[C@H]3C(=O)O)O4)c2)C1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3872144,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871307,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3890035,,0,442.48,0,4.47,25,COc1cc(O[C@H]2C[C@H](OC)C2)cc(-c2ccc3c(c2)CC[C@H]([C@@H]2C[C@H]2C(=O)O)O3)c1F,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3872144,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871307,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3330550,,0,522.62,2,7.1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4099189,,0,500.52,2,5.13,19w,Cc1ccc(C#N)c(N2CCC(Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)CC2)c1,EC50,'=',680,nM,6.17,,,UO_0000065,12.32,0.23,1.04,6.92,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4162588,,0,544.72,2,6.17,13k,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccc(C(C)(C)C)cc4)CC3)s2)cc1,EC50,'=',417,nM,6.38,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4175826,,0,518.64,1,4.88,13l,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccc(OC)cc4)CC3)s2)cc1,EC50,'=',289,nM,6.54,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4078852,,0,311.38,0,4.23,32,Cc1ccccc1Oc1ccc(N2CCC[C@H]2CC(=O)O)cc1,EC50,'=',74,nM,7.13,,,UO_0000065,22.9,0.42,2.9,14.33,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4093180,,0,340.42,0,3.99,45,CN(C)c1cccc(Oc2ccc(N3CCC[C@H]3CC(=O)O)cc2)c1,EC50,'=',1300,nM,5.89,,,UO_0000065,17.29,0.32,1.9,11.1,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4095599,,0,323.44,0,4.28,50,Cc1ccccc1Cc1ccc(N2CC[C@H](C)[C@H]2CC(=O)O)cc1,EC50,'=',120,nM,6.92,,,UO_0000065,21.4,0.39,2.64,17.07,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4060499,,0,517.52,2,6.76,67,COc1ccc(F)c(Cc2cccc(Oc3ccc(N4C[C@@H](C(F)(F)F)C[C@H]4CC(=O)O)cc3)c2C)c1,EC50,'=',500,nM,6.3,,,UO_0000065,12.18,0.23,-0.46,10.68,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4096620,,0,380.27,0,4.87,6,O=C(O)CC1CCN(c2ccc(OCc3ccc(Cl)cc3Cl)cc2)C1,EC50,'>',33000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4161206,,0,349.31,0,4.75,8m,O=C(O)CCc1ccc2[nH]c(-c3ccccc3OC(F)(F)F)cc2c1,EC50,'=',1016,nM,5.99,,,UO_0000065,,,,,FALSE,CHEMBL4144231,Agonist activity at human GPR40 expressed in CHO cells after 24 hrs by NFAT-luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138261,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4168431,,0,295.34,0,3.86,8g,COc1ccc(-c2cc3cc(CCC(=O)O)ccc3[nH]2)cc1,EC50,'>',25,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4144231,Agonist activity at human GPR40 expressed in CHO cells after 24 hrs by NFAT-luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138261,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4164625,,0,344.21,0,4.61,8o,O=C(O)CCc1ccc2[nH]c(-c3ccccc3Br)cc2c1,EC50,'=',9.4,nM,8.03,,,UO_0000065,,,,,FALSE,CHEMBL4144231,Agonist activity at human GPR40 expressed in CHO cells after 24 hrs by NFAT-luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138261,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4285594,,0,344.37,0,4.49,25,O=C(O)C#Cc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',1100,nM,5.96,,,UO_0000065,,,,,FALSE,CHEMBL4267590,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in intracellular calcium flux measured for 120 secs by calcium-5 dye based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265918,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL1777856,,0,311.16,0,4.8,2,O=C(O)CCc1ccc(Oc2ccc(Cl)cc2Cl)cc1,EC50,'=',1358,nM,5.87,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL1777871,,0,335.36,0,3.01,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1777864,,0,355.39,1,5.09,10,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C#N)c3ccccc23)cc1,EC50,'=',247,nM,6.61,,,UO_0000065,,,,,FALSE,CHEMBL1780446,Agonist activity at human GPR40 expressed in HEK293 cells assessed as [3H]IP3 production in presence of 0.4% serum albumin,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307715,
CHEMBL1688481,,0,339.42,0,4.41,9,O=C(O)CCc1ccc(OCc2cccc(-c3nccs3)c2)cc1,EC50,'=',2700,nM,5.57,,,UO_0000065,,,,,FALSE,CHEMBL1692323,Agonist activity against human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR assay in presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687914,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3308072,
CHEMBL2151298,,0,476.59,1,7.35,14,COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2C(C)(C)C)c1,EC50,'=',370,nM,6.43,,,UO_0000065,,,,,FALSE,CHEMBL2155123,Agonist activity at GPR40 expressed in CHO cells after 20 seconds by aequorin bioluminescence assay in presence of 0.1 % human serum,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2150898,1,Scientific Literature,ACS Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL2151301,,0,518.67,2,8.52,17,COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CCCCC4)c3)cc2C(C)(C)C)c1,EC50,'=',2100,nM,5.68,,,UO_0000065,,,,,FALSE,CHEMBL2155123,Agonist activity at GPR40 expressed in CHO cells after 20 seconds by aequorin bioluminescence assay in presence of 0.1 % human serum,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2150898,1,Scientific Literature,ACS Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL4437470,,0,462.93,1,5.81,26a,CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(-c4ccccc4Cl)cc3O2)cc1,EC50,'=',80,nM,7.1,,,UO_0000065,15.33,0.29,1.29,10.92,FALSE,CHEMBL4424141,Agonist activity at human FFA1 receptor expressed in HEK293 cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4422654,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL4469136,,0,428.48,1,5.15,26c,CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(-c4ccccc4)cc3O2)cc1,EC50,'=',160,nM,6.8,,,UO_0000065,15.86,0.29,1.65,10.46,FALSE,CHEMBL4424141,Agonist activity at human FFA1 receptor expressed in HEK293 cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4422654,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL4460425,,0,497.37,1,6.46,26k,CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(-c4ccc(Cl)cc4Cl)cc3O2)cc1,EC50,'=',70,nM,7.16,,,UO_0000065,14.39,0.29,0.69,11.01,FALSE,CHEMBL4424141,Agonist activity at human FFA1 receptor expressed in HEK293 cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4422654,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL2381292,,0,409.21,0,4.05,34,O=C(O)C[C@@H]1COc2cc3c(cc21)OCC(c1cc(F)cc(Br)c1)O3,EC50,'=',105.1,nM,6.98,,,UO_0000065,17.05,0.38,2.93,10.74,FALSE,CHEMBL2383047,Agonist activity at human GPR40 transfected in CHO cells by calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2380242,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3308072,
CHEMBL4248812,,0,556.1,2,6.48,31,Cl.O=C(O)C[C@@H]1COc2cc(OCc3cccc(-c4ccc5c(c4)CCN(CCc4ccccc4)C5)c3)ccc21,EC50,'=',4000,nM,5.4,,,UO_0000065,,,,,FALSE,CHEMBL4235682,Transactivation of human GPR40 expressed in HEK293 cells after 24 hrs by Elk-Gal4 luciferase reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4229516,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL8739,LINOLENIC ACID,0,278.44,1,5.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL515995,,0,382.49,0,4.77,24,O=C(O)CCCc1ccc(OCCN(c2ccccc2)c2nccs2)cc1,EC50,'=',21000,nM,4.68,,,UO_0000065,,,,,FALSE,CHEMBL999469,Agonist activity at human GPR40 expressed in T-REx HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140222,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL2048628,,0,502.03,1,6.15,41,CCOCCOc1cc(C)c(-c2cccc(CNc3ccc(CCC(=O)O)c(F)c3)c2)c(C)c1.Cl,EC50,'=',26,nM,7.58,,,UO_0000065,,,,,FALSE,CHEMBL2051554,Agonist activity at human GPR40 receptor expressed in CHO cells assessed as increase in intracellular calcium level for 90 secs by FLIPR assay in the presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046346,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL2151295,,0,464.58,1,7.35,11,CC[C@H](CC(=O)O)c1cccc(OCc2ccc(-c3cc(OC)ccc3F)c(C(C)(C)C)c2)c1,EC50,'=',680,nM,6.17,,,UO_0000065,,,,,FALSE,CHEMBL2155123,Agonist activity at GPR40 expressed in CHO cells after 20 seconds by aequorin bioluminescence assay in presence of 0.1 % human serum,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2150898,1,Scientific Literature,ACS Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL2022577,,0,476.57,1,5.92,2,CCOCCOc1cc(C)c(-c2cccc(COc3ccc4c(c3)OCC4CC(=O)O)c2)c(C)c1,EC50,'=',30,nM,7.52,,,UO_0000065,,,,,FALSE,CHEMBL2050355,Agonist activity at human GP40 receptor expressed in CHO cells assessed as increase in intracellular calcium level for 90 secs by FLIPR assay in the presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046398,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL2047167,,0,554.64,2,5.6,25,Cc1cc(OC2CCS(=O)(=O)CC2)c(F)c(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,EC50,'=',19,nM,7.72,,,UO_0000065,,,,,FALSE,CHEMBL2050355,Agonist activity at human GP40 receptor expressed in CHO cells assessed as increase in intracellular calcium level for 90 secs by FLIPR assay in the presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046398,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL2047170,,0,593.53,2,6.62,28,Cc1c(Cl)c(OCCCS(C)(=O)=O)c(Cl)c(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,EC50,'=',17,nM,7.77,,,UO_0000065,,,,,FALSE,CHEMBL2050355,Agonist activity at human GP40 receptor expressed in CHO cells assessed as increase in intracellular calcium level for 90 secs by FLIPR assay in the presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046398,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
